Date,NO3N,Student_Flag
10/7/2016 22:59,0.521,0
10/7/2016 23:29,0.541,0
10/7/2016 23:59,0.464,0
10/8/2016 0:29,0.54,0
10/8/2016 0:59,0.541,0
10/8/2016 1:29,0.492,0
10/8/2016 1:59,0.515,0
10/8/2016 2:29,0.371,0
10/8/2016 2:59,0.408,0
10/8/2016 3:29,0.401,0
10/8/2016 3:59,0.408,0
10/8/2016 4:29,0.39,0
10/8/2016 4:59,0.389,0
10/8/2016 5:29,0.368,0
10/8/2016 5:59,0.37,0
10/8/2016 6:29,0.301,0
10/8/2016 6:59,0.322,0
10/8/2016 7:29,0.261,0
10/8/2016 7:59,0.191,0
10/8/2016 8:29,0.161,0
10/8/2016 8:59,0.186,0
10/8/2016 9:29,0.102,0
10/8/2016 9:59,0.186,0
10/8/2016 10:29,0.216,0
10/8/2016 10:59,0.173,0
10/8/2016 11:29,0.464,0
10/8/2016 11:59,0.237,0
10/8/2016 12:29,0.302,0
10/8/2016 12:59,0.335,0
10/8/2016 13:29,0.281,0
10/8/2016 13:59,0.325,0
10/8/2016 14:29,0.191,0
10/8/2016 14:59,0.222,0
10/8/2016 15:29,0.224,0
10/8/2016 15:59,0.231,0
10/8/2016 16:29,0.296,0
10/8/2016 16:59,0.198,0
10/8/2016 17:29,0.28,0
10/8/2016 17:59,0.272,0
10/8/2016 18:29,0.225,0
10/8/2016 18:59,0.308,0
10/8/2016 19:29,0.352,0
10/8/2016 19:59,0.596,0
10/8/2016 20:29,0.446,0
10/8/2016 20:59,0.403,0
10/8/2016 21:29,0.307,0
10/8/2016 21:59,0.262,0
10/8/2016 22:29,0.32,0
10/8/2016 22:59,0.3,0
10/8/2016 23:29,0.308,0
10/8/2016 23:59,0.231,0
10/9/2016 0:29,0.235,0
10/9/2016 0:59,0.306,0
10/9/2016 1:29,0.188,0
10/9/2016 1:59,0.258,0
10/9/2016 2:29,0.213,0
10/9/2016 2:59,0.23,0
10/9/2016 3:29,0.278,0
10/9/2016 3:59,0.247,0
10/9/2016 4:29,0.191,0
10/9/2016 4:59,0.257,0
10/9/2016 5:29,0.224,0
10/9/2016 5:59,0.267,0
10/9/2016 6:29,0.208,0
10/9/2016 6:59,0.314,0
10/9/2016 7:29,0.312,0
10/9/2016 7:59,0.252,0
10/9/2016 8:29,0.297,0
10/9/2016 8:59,0.269,0
10/9/2016 9:29,0.268,0
10/9/2016 9:59,0.277,0
10/9/2016 10:29,0.289,0
10/9/2016 10:59,0.242,0
10/9/2016 11:29,0.3,0
10/9/2016 11:59,0.235,0
10/9/2016 12:29,0.294,0
10/9/2016 12:59,0.243,0
10/9/2016 13:29,0.251,0
10/9/2016 13:59,0.27,0
10/9/2016 14:29,0.258,0
10/9/2016 14:59,0.247,0
10/9/2016 15:29,0.209,0
10/9/2016 15:59,0.256,0
10/9/2016 16:29,0.245,0
10/9/2016 16:59,0.259,0
10/9/2016 17:29,0.296,0
10/9/2016 17:59,0.235,0
10/9/2016 18:29,0.24,0
10/9/2016 18:59,0.231,0
10/9/2016 19:29,0.217,0
10/9/2016 19:59,0.253,0
10/9/2016 20:29,0.224,0
10/9/2016 20:59,0.212,0
10/9/2016 21:29,0.233,0
10/9/2016 21:59,0.197,0
10/9/2016 22:29,0.184,0
10/9/2016 22:59,0.214,0
10/9/2016 23:29,0.212,0
10/9/2016 23:59,0.18,0
10/10/2016 0:29,0.193,0
10/10/2016 0:59,0.215,0
10/10/2016 1:29,0.198,0
10/10/2016 1:59,0.22,0
10/10/2016 2:29,0.211,0
10/10/2016 2:59,0.234,0
10/10/2016 3:29,0.24,0
10/10/2016 3:59,0.208,0
10/10/2016 4:29,0.2,0
10/10/2016 4:59,0.23,0
10/10/2016 5:29,0.233,0
10/10/2016 5:59,0.194,0
10/10/2016 6:29,0.164,0
10/10/2016 6:59,0.202,0
10/10/2016 7:29,0.18,0
10/10/2016 7:59,0.227,0
10/10/2016 8:29,0.208,0
10/10/2016 8:59,0.208,0
10/10/2016 9:29,0.209,0
10/10/2016 9:59,0.155,0
10/10/2016 10:29,0.249,0
10/10/2016 10:59,0.257,0
10/10/2016 11:29,0.14,0
10/10/2016 11:59,0.119,0
10/10/2016 12:29,0.103,0
10/10/2016 12:59,0.127,0
10/10/2016 13:29,0.124,0
10/10/2016 13:59,0.144,0
10/10/2016 14:29,0.136,0
10/10/2016 14:59,0.101,0
10/10/2016 15:29,0.099,0
10/10/2016 15:59,0.115,0
10/10/2016 16:29,0.086,0
10/10/2016 16:59,0.106,0
10/10/2016 17:29,0.142,0
10/10/2016 17:59,0.134,0
10/10/2016 18:29,0.088,0
10/10/2016 18:59,0.097,0
10/10/2016 19:29,0.137,0
10/10/2016 19:59,0.121,0
10/10/2016 20:29,0.223,0
10/10/2016 20:59,0.178,0
10/10/2016 21:29,0.19,0
10/10/2016 21:59,0.202,0
10/10/2016 22:29,0.189,0
10/10/2016 22:59,0.18,0
10/10/2016 23:29,0.182,0
10/10/2016 23:59,0.187,0
10/11/2016 0:29,0.197,0
10/11/2016 0:59,0.174,0
10/11/2016 1:29,0.184,0
10/11/2016 1:59,0.191,0
10/11/2016 2:29,0.166,0
10/11/2016 2:59,0.18,0
10/11/2016 3:29,0.159,0
10/11/2016 3:59,0.186,0
10/11/2016 4:29,0.183,0
10/11/2016 4:59,0.177,0
10/11/2016 5:29,0.165,0
10/11/2016 5:59,0.187,0
10/11/2016 6:29,0.111,0
10/11/2016 6:59,0.134,0
10/11/2016 7:29,0.165,0
10/11/2016 7:59,0.142,0
10/11/2016 8:29,0.107,0
10/11/2016 8:59,0.184,0
10/11/2016 9:29,0.146,0
10/11/2016 9:59,0.197,0
10/11/2016 10:29,0.119,0
10/11/2016 10:59,0.1,0
10/11/2016 11:29,0.141,0
10/11/2016 11:59,0.098,0
10/11/2016 12:29,0.114,0
10/11/2016 12:59,0.122,0
10/11/2016 13:29,0.096,0
10/11/2016 13:59,0.113,0
10/11/2016 14:29,0.128,0
10/11/2016 14:59,0.093,0
10/11/2016 15:29,0.137,0
10/11/2016 15:59,0.139,0
10/11/2016 16:29,0.134,0
10/11/2016 16:59,0.147,0
10/11/2016 17:29,0.118,0
10/11/2016 17:59,0.104,0
10/11/2016 18:29,0.103,0
10/11/2016 18:59,0.113,0
10/11/2016 19:29,0.135,0
10/11/2016 19:59,0.114,0
10/11/2016 20:29,0.127,0
10/11/2016 20:59,0.126,0
10/11/2016 21:29,0.111,0
10/11/2016 21:59,0.133,0
10/11/2016 22:29,0.12,0
10/11/2016 22:59,0.128,0
10/11/2016 23:29,0.148,0
10/11/2016 23:59,0.088,0
10/12/2016 0:29,0.132,0
10/12/2016 0:59,0.116,0
10/12/2016 1:29,0.135,0
10/12/2016 1:59,0.138,0
10/12/2016 2:29,0.083,0
10/12/2016 2:59,0.122,0
10/12/2016 3:29,0.134,0
10/12/2016 3:59,0.104,0
10/12/2016 4:29,0.089,0
10/12/2016 4:59,0.126,0
10/12/2016 5:29,0.09,0
10/12/2016 5:59,0.128,0
10/12/2016 6:29,0.104,0
10/12/2016 6:59,0.106,0
10/12/2016 7:29,0.12,0
10/12/2016 7:59,0.118,0
10/12/2016 8:29,0.105,0
10/12/2016 8:59,0.106,0
10/12/2016 9:29,0.121,0
10/12/2016 9:59,0.128,0
10/12/2016 10:29,0.121,0
10/12/2016 10:59,0.129,0
10/12/2016 11:29,0.099,0
10/12/2016 11:59,0.08,0
10/12/2016 12:29,0.119,0
10/12/2016 12:59,0.129,0
10/12/2016 13:29,0.129,0
10/12/2016 13:59,0.137,0
10/12/2016 14:29,0.114,0
10/12/2016 14:59,0.115,0
10/12/2016 15:29,0.146,0
10/12/2016 15:59,0.126,0
10/12/2016 16:29,0.125,0
10/12/2016 16:59,0.157,0
10/12/2016 17:29,0.1,0
10/12/2016 17:59,0.121,0
10/12/2016 18:29,0.131,0
10/12/2016 18:59,0.097,0
10/12/2016 19:29,0.112,0
10/12/2016 19:59,0.11,0
10/12/2016 20:29,0.115,0
10/12/2016 20:59,0.135,0
10/12/2016 21:29,0.132,0
10/12/2016 21:59,0.134,0
10/12/2016 22:29,0.101,0
10/12/2016 22:59,0.151,0
10/12/2016 23:29,0.119,0
10/12/2016 23:59,0.122,0
10/13/2016 0:29,0.082,0
10/13/2016 0:59,0.15,0
10/13/2016 1:29,0.139,0
10/13/2016 1:59,0.134,0
10/13/2016 2:29,0.139,0
10/13/2016 2:59,0.11,0
10/13/2016 3:29,0.121,0
10/13/2016 3:59,0.113,0
10/13/2016 4:29,0.128,0
10/13/2016 4:59,0.094,0
10/13/2016 5:29,0.138,0
10/13/2016 5:59,0.072,0
10/13/2016 6:29,0.099,0
10/13/2016 6:59,0.15,0
10/13/2016 7:29,0.1,0
10/13/2016 7:59,0.144,0
10/13/2016 8:29,0.102,0
10/13/2016 8:59,0.111,0
10/13/2016 9:29,0.097,0
10/13/2016 9:59,0.086,0
10/13/2016 10:29,0.1,0
10/13/2016 10:59,0.125,0
10/13/2016 11:29,0.102,0
10/13/2016 11:59,0.086,0
10/13/2016 12:29,0.13,0
10/13/2016 12:59,0.096,0
10/13/2016 13:29,0.103,0
10/13/2016 13:59,0.106,0
10/13/2016 14:29,0.098,0
10/13/2016 14:59,0.108,0
10/13/2016 15:29,0.065,0
10/13/2016 15:59,0.03,0
10/13/2016 16:29,0.093,0
10/13/2016 16:59,0.134,0
10/13/2016 17:29,0.12,0
10/13/2016 17:59,0.11,0
10/13/2016 18:29,0.089,0
10/13/2016 18:59,0.105,0
10/13/2016 19:29,0.078,0
10/13/2016 19:59,0.09,0
10/13/2016 20:29,0.122,0
10/13/2016 20:59,0.105,0
10/13/2016 21:29,0.096,0
10/13/2016 21:59,0.085,0
10/13/2016 22:29,0.118,0
10/13/2016 22:59,0.092,0
10/13/2016 23:29,0.117,0
10/13/2016 23:59,0.101,0
10/14/2016 0:29,0.128,0
10/14/2016 0:59,0.093,0
10/14/2016 1:29,0.104,0
10/14/2016 1:59,0.091,0
10/14/2016 2:29,0.084,0
10/14/2016 2:59,0.03,0
10/14/2016 3:29,0.115,0
10/14/2016 3:59,0.089,0
10/14/2016 4:29,0.133,0
10/14/2016 4:59,0.063,0
10/14/2016 5:29,0.073,0
10/14/2016 5:59,0.03,0
10/14/2016 6:29,0.062,0
10/14/2016 6:59,0.072,0
10/14/2016 7:29,0.072,0
10/14/2016 7:59,0.03,0
10/14/2016 8:29,0.079,0
10/14/2016 8:59,0.03,0
10/14/2016 9:29,0.03,0
10/14/2016 9:59,0.117,0
10/14/2016 10:29,0.087,0
10/14/2016 10:59,0.063,0
10/14/2016 11:29,0.03,0
10/14/2016 12:59,0.112,0
10/14/2016 13:29,0.125,0
10/14/2016 13:59,0.089,0
10/14/2016 14:29,0.075,0
10/14/2016 14:59,0.097,0
10/14/2016 15:29,0.072,0
10/14/2016 15:59,0.078,0
10/14/2016 16:29,0.073,0
10/14/2016 16:59,0.102,0
10/14/2016 17:29,0.075,0
10/14/2016 17:59,0.03,0
10/14/2016 18:29,0.03,0
10/14/2016 18:59,0.069,0
10/14/2016 19:29,0.074,0
10/14/2016 19:59,0.069,0
10/14/2016 20:29,0.03,0
10/14/2016 20:59,0.091,0
10/14/2016 21:29,0.03,0
10/14/2016 21:59,0.03,0
10/14/2016 22:29,0.03,0
10/14/2016 22:59,0.03,0
10/14/2016 23:29,0.03,0
10/14/2016 23:59,0.03,0
10/15/2016 0:29,0.03,0
10/15/2016 0:59,0.03,0
10/15/2016 1:29,0.03,0
10/15/2016 1:59,0.03,0
10/15/2016 2:29,0.03,0
10/15/2016 2:59,0.03,0
10/15/2016 3:29,0.078,0
10/15/2016 3:59,0.03,0
10/15/2016 4:29,0.03,0
10/15/2016 4:59,0.03,0
10/15/2016 5:29,0.03,0
10/15/2016 5:59,0.03,0
10/15/2016 6:29,0.03,0
10/15/2016 6:59,0.03,0
10/15/2016 7:29,0.03,0
10/15/2016 7:59,0.03,0
10/15/2016 8:29,0.03,0
10/15/2016 8:59,0.067,0
10/15/2016 9:29,0.065,0
10/15/2016 9:59,0.03,0
10/15/2016 10:29,0.03,0
10/15/2016 10:59,0.03,0
10/15/2016 12:59,0.827,0
10/15/2016 13:29,0.03,0
10/15/2016 13:59,0.03,0
10/15/2016 14:29,0.178,0
10/15/2016 14:59,0.342,0
10/15/2016 15:29,0.03,0
10/15/2016 15:59,0.03,0
10/15/2016 16:29,0.158,0
10/15/2016 16:59,0.221,0
10/15/2016 17:29,0.348,0
10/15/2016 17:59,0.844,0
10/15/2016 18:29,0.03,0
10/15/2016 18:59,0.479,0
10/15/2016 19:29,0.197,0
10/15/2016 19:59,0.03,0
10/15/2016 20:29,0.093,0
10/15/2016 20:59,0.912,0
10/15/2016 21:29,1.673,1
10/15/2016 21:59,1.031,0
10/15/2016 22:29,0.319,0
10/15/2016 22:59,1.004,0
10/15/2016 23:29,0.141,0
10/15/2016 23:59,1.076,0
10/16/2016 0:29,0.707,0
10/16/2016 0:59,0.502,0
10/16/2016 1:29,0.03,0
10/16/2016 1:59,0.092,0
10/16/2016 2:29,0.03,0
10/16/2016 2:59,0.03,0
10/16/2016 3:29,0.339,0
10/16/2016 3:59,0.606,0
10/16/2016 4:29,0.372,0
10/16/2016 4:59,0.03,0
10/16/2016 5:29,0.25,0
10/16/2016 5:59,0.03,0
10/16/2016 6:29,0.03,0
10/16/2016 6:59,0.437,0
10/16/2016 7:29,0.03,0
10/16/2016 7:59,0.305,0
10/16/2016 8:29,0.937,0
10/16/2016 8:59,0.03,0
10/16/2016 9:29,0.03,0
10/16/2016 9:59,0.03,0
10/16/2016 10:29,0.03,0
10/16/2016 10:59,0.03,0
10/16/2016 11:29,0.078,0
10/16/2016 11:59,0.117,0
10/16/2016 12:29,0.03,0
10/16/2016 12:59,0.03,0
10/16/2016 13:29,0.079,0
10/16/2016 13:59,0.122,0
10/16/2016 14:29,0.076,0
10/16/2016 14:59,0.096,0
10/16/2016 15:29,0.13,0
10/16/2016 15:59,0.03,0
10/16/2016 16:29,0.143,0
10/16/2016 16:59,0.16,0
10/16/2016 17:29,0.098,0
10/16/2016 17:59,0.135,0
10/16/2016 18:29,0.077,0
10/16/2016 18:59,0.159,0
10/16/2016 19:29,0.03,0
10/16/2016 19:59,0.121,0
10/16/2016 20:29,0.03,0
10/16/2016 20:59,0.03,0
10/16/2016 21:29,0.03,0
10/16/2016 21:59,0.082,0
10/16/2016 22:29,0.03,0
10/16/2016 22:59,0.03,0
10/16/2016 23:29,0.386,0
10/16/2016 23:59,0.093,0
10/17/2016 0:29,0.063,0
10/17/2016 0:59,0.094,0
10/17/2016 1:29,0.03,0
10/17/2016 1:59,0.03,0
10/17/2016 2:29,0.03,0
10/17/2016 2:59,0.03,0
10/17/2016 3:29,0.03,0
10/17/2016 3:59,0.03,0
10/17/2016 4:29,0.03,0
10/17/2016 4:59,0.103,0
10/17/2016 5:29,0.323,0
10/17/2016 5:59,0.03,0
10/17/2016 6:29,0.03,0
10/17/2016 6:59,0.03,0
10/17/2016 7:29,0.03,0
10/17/2016 7:59,0.03,0
10/17/2016 8:29,0.03,0
10/17/2016 8:59,0.03,0
10/17/2016 9:29,0.105,0
10/17/2016 9:59,0.128,0
10/17/2016 10:29,0.164,0
10/17/2016 10:59,0.03,0
10/17/2016 11:29,0.03,0
10/17/2016 11:59,0.326,0
10/17/2016 12:29,0.03,0
10/17/2016 12:59,0.03,0
10/17/2016 13:29,0.03,0
10/17/2016 13:59,0.03,0
10/17/2016 14:29,0.03,0
10/17/2016 14:59,0.03,0
10/17/2016 15:29,0.03,0
10/17/2016 15:59,0.116,0
10/17/2016 16:29,0.168,0
10/17/2016 16:59,0.128,0
10/17/2016 17:29,0.03,0
10/17/2016 17:59,0.132,0
10/17/2016 18:29,0.03,0
10/17/2016 18:59,0.03,0
10/17/2016 19:29,0.116,0
10/17/2016 19:59,0.083,0
10/17/2016 20:29,0.03,0
10/17/2016 20:59,0.03,0
10/17/2016 21:29,0.062,0
10/17/2016 21:59,0.03,0
10/17/2016 22:29,0.063,0
10/17/2016 22:59,0.03,0
10/17/2016 23:29,0.03,0
10/17/2016 23:59,0.03,0
10/18/2016 0:29,0.03,0
10/18/2016 0:59,0.03,0
10/18/2016 1:29,0.03,0
10/18/2016 1:59,0.03,0
10/18/2016 2:29,0.073,0
10/18/2016 2:59,0.03,0
10/18/2016 3:29,0.069,0
10/18/2016 3:59,0.03,0
10/18/2016 4:29,0.03,0
10/18/2016 4:59,0.03,0
10/18/2016 5:29,0.03,0
10/18/2016 5:59,0.03,0
10/18/2016 6:29,0.084,0
10/18/2016 6:59,0.03,0
10/18/2016 7:29,0.125,0
10/18/2016 7:59,0.03,0
10/18/2016 8:29,0.03,0
10/18/2016 8:59,0.03,0
10/18/2016 9:29,0.03,0
10/18/2016 9:59,0.03,0
10/18/2016 10:29,0.064,0
10/18/2016 10:59,0.03,0
10/18/2016 11:29,0.03,0
10/18/2016 11:59,0.03,0
10/18/2016 12:29,0.03,0
10/18/2016 12:59,0.03,0
10/18/2016 13:29,0.03,0
10/18/2016 13:59,0.081,0
10/18/2016 14:29,0.03,0
10/18/2016 14:59,0.065,0
10/18/2016 15:29,0.03,0
10/18/2016 15:59,0.096,0
10/18/2016 16:29,0.081,0
10/18/2016 16:59,0.081,0
10/18/2016 17:29,0.03,0
10/18/2016 17:59,0.03,0
10/18/2016 18:29,0.03,0
10/18/2016 18:59,0.03,0
10/18/2016 19:29,0.03,0
10/18/2016 19:59,0.03,0
10/18/2016 20:29,0.03,0
10/18/2016 20:59,0.03,0
10/18/2016 21:29,0.03,0
10/18/2016 21:59,0.03,0
10/18/2016 22:29,0.03,0
10/18/2016 22:59,0.03,0
10/18/2016 23:29,0.03,0
10/18/2016 23:59,0.03,0
10/19/2016 0:29,0.03,0
10/19/2016 0:59,0.03,0
10/19/2016 1:29,0.03,0
10/19/2016 1:59,0.03,0
10/19/2016 2:29,0.03,0
10/19/2016 2:59,0.03,0
10/19/2016 3:29,0.03,0
10/19/2016 3:59,0.03,0
10/19/2016 4:29,0.03,0
10/19/2016 4:59,0.03,0
10/19/2016 5:29,0.03,0
10/19/2016 5:59,0.03,0
10/19/2016 6:29,0.03,0
10/19/2016 6:59,0.03,0
10/19/2016 7:29,0.03,0
10/19/2016 7:59,0.03,0
10/19/2016 8:29,0.03,0
10/19/2016 8:59,0.03,0
10/19/2016 9:29,0.075,0
10/19/2016 9:59,0.03,0
10/19/2016 10:29,0.03,0
10/19/2016 10:59,0.03,0
10/19/2016 11:29,0.03,0
10/19/2016 11:59,0.03,0
10/19/2016 12:29,0.03,0
10/19/2016 12:59,0.03,0
10/19/2016 13:29,0.03,0
10/19/2016 13:59,0.03,0
10/19/2016 14:29,0.03,0
10/19/2016 14:59,0.085,0
10/19/2016 15:29,0.03,0
10/19/2016 15:59,0.03,0
10/19/2016 16:29,0.03,0
10/19/2016 16:59,0.03,0
10/19/2016 17:29,0.081,0
10/19/2016 17:59,0.03,0
10/19/2016 18:29,0.03,0
10/19/2016 18:59,0.03,0
10/19/2016 19:29,0.03,0
10/19/2016 19:59,0.03,0
10/19/2016 20:29,0.03,0
10/19/2016 20:59,0.03,0
10/19/2016 21:29,0.03,0
10/19/2016 21:59,0.03,0
10/19/2016 22:29,0.03,0
10/19/2016 22:59,0.03,0
10/19/2016 23:29,0.03,0
10/19/2016 23:59,0.03,0
10/20/2016 0:29,0.03,0
10/20/2016 0:59,0.03,0
10/20/2016 1:29,0.03,0
10/20/2016 1:59,0.03,0
10/20/2016 2:29,0.087,0
10/20/2016 2:59,0.09,0
10/20/2016 3:29,0.03,0
10/20/2016 3:59,0.03,0
10/20/2016 4:29,0.03,0
10/20/2016 4:59,0.134,0
10/20/2016 5:29,0.082,0
10/20/2016 5:59,0.03,0
10/20/2016 6:29,0.168,1
10/20/2016 6:59,0.03,0
10/20/2016 7:29,0.139,0
10/20/2016 7:59,0.03,0
10/20/2016 8:29,0.078,0
10/20/2016 8:59,0.03,0
10/20/2016 9:29,0.071,0
10/20/2016 9:59,0.083,0
10/20/2016 10:29,0.077,0
10/20/2016 10:59,0.03,0
10/20/2016 11:29,0.07,0
10/20/2016 11:59,0.03,0
10/20/2016 12:29,0.03,0
10/20/2016 12:59,0.03,0
10/20/2016 13:29,0.03,0
10/20/2016 13:59,0.075,0
10/20/2016 14:29,0.03,0
10/20/2016 14:59,0.03,0
10/20/2016 15:29,0.03,0
10/20/2016 15:59,0.03,0
10/20/2016 16:29,0.03,0
10/20/2016 16:59,0.03,0
10/20/2016 17:29,0.03,0
10/20/2016 17:59,0.03,0
10/20/2016 18:29,0.03,0
10/20/2016 18:59,0.03,0
10/20/2016 19:29,0.03,0
10/20/2016 19:59,0.03,0
10/20/2016 20:29,0.03,0
10/20/2016 20:59,0.03,0
10/20/2016 21:29,0.061,0
10/20/2016 21:59,0.03,0
10/20/2016 22:29,0.03,0
10/20/2016 22:59,0.03,0
10/20/2016 23:29,0.03,0
10/20/2016 23:59,0.03,0
10/21/2016 0:29,0.03,0
10/21/2016 0:59,0.03,0
10/21/2016 1:29,0.03,0
10/21/2016 1:59,0.03,0
10/21/2016 2:29,0.03,0
10/21/2016 2:59,0.03,0
10/21/2016 3:29,0.03,0
10/21/2016 3:59,0.03,0
10/21/2016 4:29,0.03,0
10/21/2016 4:59,0.062,0
10/21/2016 5:29,0.132,0
10/21/2016 5:59,0.03,0
10/21/2016 6:29,0.03,0
10/21/2016 6:59,0.092,0
10/21/2016 7:29,0.111,0
10/21/2016 7:59,0.155,0
10/21/2016 8:29,0.121,0
10/21/2016 8:59,0.11,0
10/21/2016 9:29,0.03,0
10/21/2016 9:59,0.061,0
10/21/2016 10:29,0.072,0
10/21/2016 10:59,0.086,0
10/21/2016 11:29,0.081,0
10/21/2016 11:59,0.067,0
10/21/2016 12:29,0.03,0
10/21/2016 12:59,0.087,0
10/21/2016 13:29,0.03,0
10/21/2016 13:59,0.03,0
10/21/2016 14:29,0.03,0
10/21/2016 14:59,0.03,0
10/21/2016 15:29,0.03,0
10/21/2016 15:59,0.03,0
10/21/2016 16:29,0.03,0
10/21/2016 16:59,0.03,0
10/21/2016 17:29,0.03,0
10/21/2016 17:59,0.03,0
10/21/2016 18:29,0.03,0
10/21/2016 18:59,0.03,0
10/21/2016 19:29,0.03,0
10/21/2016 19:59,0.03,0
10/21/2016 20:29,0.03,0
10/21/2016 20:59,0.082,0
10/21/2016 21:29,0.03,0
10/21/2016 21:59,0.03,0
10/21/2016 22:29,0.03,0
10/21/2016 22:59,0.03,0
10/21/2016 23:29,0.03,0
10/21/2016 23:59,0.03,0
10/22/2016 0:29,0.03,0
10/22/2016 0:59,0.03,0
10/22/2016 1:29,0.03,0
10/22/2016 1:59,0.03,0
10/22/2016 2:29,0.03,0
10/22/2016 2:59,0.03,0
10/22/2016 3:29,0.03,0
10/22/2016 3:59,0.03,0
10/22/2016 4:29,0.086,0
10/22/2016 4:59,0.03,0
10/22/2016 5:29,0.081,0
10/22/2016 5:59,0.03,0
10/22/2016 6:29,0.03,0
10/22/2016 6:59,0.03,0
10/22/2016 7:29,0.03,0
10/22/2016 7:59,0.078,0
10/22/2016 8:29,0.03,0
10/22/2016 8:59,0.03,0
10/22/2016 9:29,0.03,0
10/22/2016 9:59,0.03,0
10/22/2016 10:29,0.03,0
10/22/2016 10:59,0.03,0
10/22/2016 11:29,0.03,0
10/22/2016 11:59,0.063,0
10/22/2016 12:29,0.03,0
10/22/2016 12:59,0.03,0
10/22/2016 13:29,0.03,0
10/22/2016 13:59,0.03,0
10/22/2016 14:29,0.03,0
10/22/2016 14:59,0.03,0
10/22/2016 15:29,0.03,0
10/22/2016 15:59,0.03,0
10/22/2016 16:29,0.03,0
10/22/2016 16:59,0.03,0
10/22/2016 17:29,0.03,0
10/22/2016 17:59,0.03,0
10/22/2016 18:29,0.03,0
10/22/2016 18:59,0.03,0
10/22/2016 19:29,0.03,0
10/22/2016 19:59,0.03,0
10/22/2016 20:29,0.03,0
10/22/2016 20:59,0.03,0
10/22/2016 21:29,0.03,0
10/22/2016 21:59,0.03,0
10/22/2016 22:29,0.03,0
10/22/2016 22:59,0.03,0
10/22/2016 23:29,0.03,0
10/22/2016 23:59,0.03,0
10/23/2016 0:29,0.03,0
10/23/2016 0:59,0.03,0
10/23/2016 1:29,0.03,0
10/23/2016 1:59,0.03,0
10/23/2016 2:29,0.03,0
10/23/2016 2:59,0.03,0
10/23/2016 3:29,0.03,0
10/23/2016 3:59,0.03,0
10/23/2016 4:29,0.03,0
10/23/2016 4:59,0.03,0
10/23/2016 5:29,0.03,0
10/23/2016 5:59,0.03,0
10/23/2016 6:29,0.03,0
10/23/2016 6:59,0.03,0
10/23/2016 7:29,0.03,0
10/23/2016 7:59,0.03,0
10/23/2016 8:29,0.03,0
10/23/2016 8:59,0.03,0
10/23/2016 9:29,0.03,0
10/23/2016 9:59,0.03,0
10/23/2016 10:29,0.03,0
10/23/2016 10:59,0.03,0
10/23/2016 11:29,0.03,0
10/23/2016 11:59,0.03,0
10/23/2016 12:29,0.03,0
10/23/2016 12:59,0.03,0
10/23/2016 13:29,0.03,0
10/23/2016 13:59,0.091,0
10/23/2016 14:29,0.164,0
10/23/2016 14:59,0.336,0
10/23/2016 15:29,0.068,0
10/23/2016 15:59,0.638,0
10/23/2016 16:29,0.369,0
10/23/2016 16:59,0.361,0
10/23/2016 17:29,0.244,0
10/23/2016 17:59,0.393,0
10/23/2016 18:29,0.382,0
10/23/2016 18:59,0.216,0
10/23/2016 19:29,0.367,0
10/23/2016 19:59,0.245,0
10/23/2016 20:29,0.407,0
10/23/2016 20:59,0.03,0
10/23/2016 21:29,0.361,0
10/23/2016 21:59,0.708,0
10/23/2016 22:29,0.392,0
10/23/2016 22:59,0.489,0
10/23/2016 23:29,0.506,0
10/23/2016 23:59,0.03,0
10/24/2016 0:29,0.655,0
10/24/2016 0:59,0.637,0
10/24/2016 1:29,0.501,0
10/24/2016 1:59,0.32,0
10/24/2016 2:29,0.473,0
10/24/2016 2:59,0.537,0
10/24/2016 3:29,0.27,0
10/24/2016 3:59,0.613,0
10/24/2016 4:29,0.733,0
10/24/2016 4:59,0.63,0
10/24/2016 5:29,0.146,0
10/24/2016 5:59,0.51,0
10/24/2016 6:29,0.493,0
10/24/2016 6:59,0.97,1
10/24/2016 7:29,0.09,0
10/24/2016 7:59,0.48,0
10/24/2016 8:29,0.708,0
10/24/2016 8:59,0.33,0
10/24/2016 9:29,0.144,0
10/24/2016 9:59,0.39,0
10/24/2016 10:29,0.466,0
10/24/2016 10:59,0.03,0
10/24/2016 11:29,0.917,1
10/24/2016 11:59,0.305,0
10/24/2016 12:29,0.362,0
10/24/2016 12:59,0.657,0
10/24/2016 13:29,0.563,0
10/24/2016 13:59,0.604,0
10/24/2016 14:29,0.03,0
10/24/2016 14:59,0.421,0
10/24/2016 15:29,0.31,0
10/24/2016 15:59,0.618,0
10/24/2016 16:29,0.278,0
10/24/2016 16:59,0.907,1
10/24/2016 17:29,0.352,0
10/24/2016 17:59,0.199,0
10/24/2016 18:29,0.388,0
10/24/2016 18:59,0.593,0
10/24/2016 19:29,0.722,0
10/24/2016 19:59,0.48,0
10/24/2016 20:29,0.417,0
10/24/2016 20:59,0.728,0
10/24/2016 21:29,0.413,0
10/24/2016 21:59,0.346,0
10/24/2016 22:29,0.476,0
10/24/2016 22:59,0.524,0
10/24/2016 23:29,0.477,0
10/24/2016 23:59,0.425,0
10/25/2016 0:29,0.57,0
10/25/2016 0:59,1.073,1
10/25/2016 1:29,0.119,0
10/25/2016 1:59,0.337,0
10/25/2016 2:29,0.48,0
10/25/2016 2:59,0.241,0
10/25/2016 3:29,0.514,0
10/25/2016 3:59,0.821,0
