Date,NO3N,Student_Flag
8/16/2016 3:59,0.081,0
8/16/2016 4:29,0.03,0
8/16/2016 4:59,0.03,0
8/16/2016 5:29,0.076,0
8/16/2016 5:59,0.03,0
8/16/2016 6:29,0.03,0
8/16/2016 6:59,0.062,0
8/16/2016 7:29,0.122,0
8/16/2016 7:59,0.03,0
8/16/2016 8:29,0.03,0
8/16/2016 8:59,0.067,0
8/16/2016 9:29,0.03,0
8/16/2016 9:59,0.03,0
8/16/2016 10:29,0.03,0
8/16/2016 10:59,0.063,0
8/16/2016 11:29,0.094,0
8/16/2016 11:59,0.164,0
8/16/2016 13:29,0.03,0
8/16/2016 13:59,0.03,0
8/16/2016 14:29,0.03,0
8/16/2016 14:59,0.03,0
8/16/2016 15:29,0.03,0
8/16/2016 15:59,0.03,0
8/16/2016 16:29,0.03,0
8/16/2016 16:59,0.03,0
8/16/2016 17:29,0.03,0
8/16/2016 17:59,0.03,0
8/16/2016 18:29,0.03,0
8/16/2016 18:59,0.03,0
8/16/2016 19:29,0.065,0
8/16/2016 19:59,0.03,0
8/16/2016 20:29,0.03,0
8/16/2016 20:59,0.03,0
8/16/2016 21:29,0.03,0
8/16/2016 21:59,0.03,0
8/16/2016 22:29,0.03,0
8/16/2016 22:59,0.03,0
8/16/2016 23:29,0.03,0
8/16/2016 23:59,0.03,0
8/17/2016 0:29,0.03,0
8/17/2016 0:59,0.03,0
8/17/2016 1:29,0.03,0
8/17/2016 1:59,0.03,0
8/17/2016 2:29,0.03,0
8/17/2016 2:59,0.03,0
8/17/2016 3:29,0.03,0
8/17/2016 3:59,0.03,0
8/17/2016 4:29,0.03,0
8/17/2016 4:59,0.03,0
8/17/2016 5:29,0.03,0
8/17/2016 5:59,0.03,0
8/17/2016 6:29,0.03,0
8/17/2016 6:59,0.03,0
8/17/2016 7:29,0.03,0
8/17/2016 7:59,0.03,0
8/17/2016 8:29,0.03,0
8/17/2016 8:59,0.03,0
8/17/2016 9:29,0.03,0
8/17/2016 9:59,0.03,0
8/17/2016 10:29,0.03,0
8/17/2016 10:59,0.03,0
8/17/2016 11:29,0.03,0
8/17/2016 11:59,0.03,0
8/17/2016 12:29,0.03,0
8/17/2016 12:59,0.03,0
8/17/2016 13:29,0.03,0
8/17/2016 13:59,0.03,0
8/17/2016 14:29,0.03,0
8/17/2016 14:59,0.03,0
8/17/2016 15:29,0.03,0
8/17/2016 15:59,0.03,0
8/17/2016 16:29,0.03,0
8/17/2016 16:59,0.03,0
8/17/2016 17:29,0.03,0
8/17/2016 17:59,0.03,0
8/17/2016 18:29,0.03,0
8/17/2016 18:59,0.03,0
8/17/2016 19:29,0.03,0
8/17/2016 19:59,0.03,0
8/17/2016 20:29,0.03,0
8/17/2016 20:59,0.03,0
8/17/2016 21:29,0.03,0
8/17/2016 21:59,0.03,0
8/17/2016 22:29,0.03,0
8/17/2016 22:59,0.03,0
8/17/2016 23:29,0.03,0
8/17/2016 23:59,0.03,0
8/18/2016 0:29,0.067,0
8/18/2016 0:59,0.03,0
8/18/2016 1:29,0.03,0
8/18/2016 1:59,0.03,0
8/18/2016 2:29,0.03,0
8/18/2016 2:59,0.03,0
8/18/2016 3:29,0.03,0
8/18/2016 3:59,0.03,0
8/18/2016 4:29,0.03,0
8/18/2016 4:59,0.03,0
8/18/2016 5:29,0.03,0
8/18/2016 5:59,0.03,0
8/18/2016 6:29,0.03,0
8/18/2016 6:59,0.03,0
8/18/2016 7:29,0.03,0
8/18/2016 7:59,0.03,0
8/18/2016 8:29,0.19,0
8/18/2016 8:59,0.094,0
8/18/2016 9:29,0.03,0
8/18/2016 9:59,0.106,0
8/18/2016 10:29,0.03,0
8/18/2016 10:59,0.03,0
8/18/2016 11:29,0.03,0
8/18/2016 11:59,0.061,0
8/18/2016 12:29,0.082,0
8/18/2016 12:59,0.071,0
8/18/2016 13:29,0.03,0
8/18/2016 13:59,0.03,0
8/18/2016 14:29,0.03,0
8/18/2016 14:59,0.03,0
8/18/2016 15:29,0.074,0
8/18/2016 15:59,0.086,0
8/18/2016 16:29,0.03,0
8/18/2016 16:59,0.03,0
8/18/2016 17:29,0.03,0
8/18/2016 17:59,0.076,0
8/18/2016 18:29,0.03,0
8/18/2016 18:59,0.082,0
8/18/2016 19:29,0.157,0
8/18/2016 19:59,0.144,0
8/18/2016 20:29,0.03,0
8/18/2016 20:59,0.03,0
8/18/2016 21:29,0.03,0
8/18/2016 21:59,0.03,0
8/18/2016 22:29,0.171,0
8/18/2016 22:59,0.03,0
8/18/2016 23:29,0.03,0
8/18/2016 23:59,0.03,0
8/19/2016 0:29,0.079,0
8/19/2016 0:59,0.03,0
8/19/2016 1:29,0.03,0
8/19/2016 1:59,0.03,0
8/19/2016 2:29,0.03,0
8/19/2016 2:59,0.03,0
8/19/2016 3:29,0.03,0
8/19/2016 3:59,0.03,0
8/19/2016 4:29,0.03,0
8/19/2016 4:59,0.03,0
8/19/2016 5:29,0.03,0
8/19/2016 5:59,0.03,0
8/19/2016 6:29,0.03,0
8/19/2016 6:59,0.03,0
8/19/2016 7:29,0.03,0
8/19/2016 7:59,0.03,0
8/19/2016 8:29,0.03,0
8/19/2016 8:59,0.03,0
8/19/2016 9:29,0.03,0
8/19/2016 9:59,0.03,0
8/19/2016 10:29,0.03,0
8/19/2016 10:59,0.03,0
8/19/2016 11:29,0.03,0
8/19/2016 11:59,0.093,0
8/19/2016 12:29,0.03,0
8/19/2016 12:59,0.107,0
8/19/2016 13:29,0.03,0
8/19/2016 13:59,0.03,0
8/19/2016 14:29,0.03,0
8/19/2016 14:59,0.03,0
8/19/2016 15:29,0.03,0
8/19/2016 15:59,0.03,0
8/19/2016 16:29,0.134,0
